Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	observed signal profile (minus strand)	training and test regions	observed signal profile (plus strand)	models	selected regions for predicted signal and sequence contribution scores	profile sequence contribution scores	counts sequence contribution scores	predicted signal profile	normalized observed signal profile (plus strand)	normalized observed signal profile (minus strand)	observed control profile (plus strand)	observed control profile (minus strand)	alignments	unfiltered alignments	sequence motifs	sequence motifs instances	sequence motifs report	predicted signal profile (plus strand)	predicted signal profile (minus strand)	normalized predicted signal profile (plus strand)	normalized predicted signal profile (minus strand)	bidirectional peaks	unidirectional peaks
ENCSR071ZMQ	in progress	BPNet-model	GRCh38	ENCSR000BMV	released	FOSL1 ChIP-seq protocol v041610.1 on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF955DFV.bigWig']	['ENCFF042FDP.tar.gz']	['ENCFF545XPA.bigWig']	['ENCFF470JFW.tar.gz']	['ENCFF023UCO.bed.gz', 'ENCFF553EVQ.bigBed']	['ENCFF236GJG.bigWig', 'ENCFF649LMC.tar.gz']	['ENCFF972BSQ.bigWig', 'ENCFF459HNJ.tar.gz']	['ENCFF571NER.tar.gz']	['ENCFF250UOF.bigWig']	['ENCFF934ZEO.bigWig']	['ENCFF447RJA.bigWig']	['ENCFF368GAR.bigWig']	[]	['ENCFF097DPL.bam', 'ENCFF891VST.bam']	['ENCFF844JRX.tar.gz']	['ENCFF079CZO.tar.gz']	['ENCFF630JZG.tar.gz']	['ENCFF318TDM.bigWig']	['ENCFF850HKD.bigWig']	['ENCFF858FKK.bigWig']	['ENCFF708FAP.bigWig']	[]	[]
ENCSR911PNG	in progress	BPNet-model	GRCh38	ENCSR553UWG	released	CTCF ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0.5 hours.	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 0.5 hours	A549	cell line	ChIP-seq	true	['ENCFF033RFA.bigWig']	['ENCFF077IUR.tar.gz']	['ENCFF127SYB.bigWig']	['ENCFF694CFK.tar.gz']	['ENCFF235WDB.bed.gz', 'ENCFF609JVE.bigBed']	['ENCFF618CBC.bigWig', 'ENCFF026ZQN.tar.gz']	['ENCFF316BPH.bigWig', 'ENCFF178WPW.tar.gz']	['ENCFF028DHC.tar.gz']	['ENCFF086YWO.bigWig']	['ENCFF462KIK.bigWig']	['ENCFF993MTI.bigWig']	['ENCFF426QFA.bigWig']	[]	['ENCFF613OCC.bam', 'ENCFF450CDD.bam', 'ENCFF126QLW.bam']	['ENCFF231MDT.tar.gz']	['ENCFF901WKU.tar.gz']	['ENCFF080VHT.tar.gz']	['ENCFF135AVO.bigWig']	['ENCFF730MYQ.bigWig']	['ENCFF766JUS.bigWig']	['ENCFF943CVQ.bigWig']	[]	[]
ENCSR638GTJ	in progress	BPNet-model	GRCh38	ENCSR513UQG	released	USF2 ChIP-seq on human IMR90	Homo sapiens IMR-90	IMR-90	cell line	ChIP-seq	false	['ENCFF953DIK.bigWig']	['ENCFF710FRP.tar.gz']	['ENCFF322UEI.bigWig']	['ENCFF862EFQ.tar.gz']	['ENCFF368QKC.bed.gz', 'ENCFF789ZSX.bigBed']	['ENCFF954GJG.bigWig', 'ENCFF947QGW.tar.gz']	['ENCFF513TEZ.bigWig', 'ENCFF365FJM.tar.gz']	['ENCFF766JDI.tar.gz']	['ENCFF919JSG.bigWig']	['ENCFF580SMM.bigWig']	['ENCFF405NTW.bigWig']	['ENCFF094VUG.bigWig']	[]	['ENCFF994MRE.bam', 'ENCFF835SMZ.bam']	['ENCFF712FEV.tar.gz']	['ENCFF287GQD.tar.gz']	['ENCFF154ZXK.tar.gz']	['ENCFF723CQH.bigWig']	['ENCFF545KAA.bigWig']	['ENCFF068RZP.bigWig']	['ENCFF091TIU.bigWig']	[]	[]
ENCSR765JSW	in progress	BPNet-model	GRCh38	ENCSR686HIU	released	FOSL2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 4 hours.	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 4 hours	A549	cell line	ChIP-seq	true	['ENCFF801EAU.bigWig']	['ENCFF190RAV.tar.gz']	['ENCFF309LNF.bigWig']	['ENCFF140XUU.tar.gz']	['ENCFF323DVJ.bed.gz', 'ENCFF467OPL.bigBed']	['ENCFF486CJJ.bigWig', 'ENCFF851VGR.tar.gz']	['ENCFF595UTJ.bigWig', 'ENCFF115PHX.tar.gz']	['ENCFF059AMN.tar.gz']	['ENCFF282XQO.bigWig']	['ENCFF818RFK.bigWig']	['ENCFF095UPS.bigWig']	['ENCFF742WAX.bigWig']	[]	['ENCFF596PGM.bam', 'ENCFF620DEP.bam']	['ENCFF366EQX.tar.gz']	['ENCFF012GTS.tar.gz']	['ENCFF931MFL.tar.gz']	['ENCFF544XNN.bigWig']	['ENCFF208AVI.bigWig']	['ENCFF504BYW.bigWig']	['ENCFF070RQP.bigWig']	[]	[]
ENCSR066SSC	in progress	BPNet-model	GRCh38	ENCSR105HEC	released		Homo sapiens activated B cell male adult (22 years) treated with 0.5 μM CpG ODN for 24 hours	activated B cell	primary cell	ChIP-seq	false	['ENCFF105YNZ.bigWig']	['ENCFF392GZG.tar.gz']	['ENCFF562GKQ.bigWig']	['ENCFF368FQY.tar.gz']	['ENCFF737AKM.bed.gz', 'ENCFF400FRB.bigBed']	['ENCFF048IZZ.bigWig', 'ENCFF350WAA.tar.gz']	['ENCFF085BPP.bigWig', 'ENCFF181VBW.tar.gz']	['ENCFF957FKY.tar.gz']	['ENCFF696THZ.bigWig']	['ENCFF285AUH.bigWig']	['ENCFF214MPT.bigWig']	['ENCFF047HIA.bigWig']	[]	['ENCFF349LUQ.bam']	['ENCFF670FRA.tar.gz']	['ENCFF511QUP.tar.gz']	['ENCFF989BBT.tar.gz']	['ENCFF892QPE.bigWig']	['ENCFF052RVM.bigWig']	['ENCFF370IAI.bigWig']	['ENCFF015AQW.bigWig']	[]	[]
ENCSR659CLW	in progress	BPNet-model	GRCh38	ENCSR000BTJ	released	MAX ChIP-seq protocol v042211.1 on human A549	Homo sapiens A549	A549	cell line	ChIP-seq	false	['ENCFF650DFF.bigWig']	['ENCFF338FQN.tar.gz']	['ENCFF232ODC.bigWig']	['ENCFF232BNI.tar.gz']	['ENCFF131PRN.bed.gz', 'ENCFF151UFL.bigBed']	['ENCFF171JDR.bigWig', 'ENCFF025ZGO.tar.gz']	['ENCFF442CLR.bigWig', 'ENCFF138MCY.tar.gz']	['ENCFF599CQT.tar.gz']	['ENCFF329FLV.bigWig']	['ENCFF826CDM.bigWig']	['ENCFF398OTQ.bigWig']	['ENCFF921JFH.bigWig']	[]	['ENCFF557ZNZ.bam', 'ENCFF155CBB.bam']	['ENCFF525FKH.tar.gz']	['ENCFF426TWL.tar.gz']	['ENCFF334HYE.tar.gz']	['ENCFF568HRE.bigWig']	['ENCFF029WLY.bigWig']	['ENCFF569OGI.bigWig']	['ENCFF691RST.bigWig']	[]	[]
ENCSR180XFU	in progress	BPNet-model	GRCh38	ENCSR000EEZ	released	MAX ChIP-seq on human HUVEC produced by the Snyder lab	Homo sapiens endothelial cell of umbilical vein newborn	endothelial cell of umbilical vein	primary cell	ChIP-seq	false	['ENCFF766QEX.bigWig']	['ENCFF034PBP.tar.gz']	['ENCFF493YBY.bigWig']	['ENCFF665OHF.tar.gz']	['ENCFF977RAC.bed.gz', 'ENCFF194VHG.bigBed']	['ENCFF604YHD.bigWig', 'ENCFF530KCK.tar.gz']	['ENCFF553ZNT.bigWig', 'ENCFF487HBZ.tar.gz']	['ENCFF375HNQ.tar.gz']	['ENCFF082IHT.bigWig']	['ENCFF543XQS.bigWig']	['ENCFF525NCX.bigWig']	['ENCFF502QBD.bigWig']	[]	['ENCFF248BOY.bam', 'ENCFF859XVT.bam']	['ENCFF126ENK.tar.gz']	['ENCFF025FHJ.tar.gz']	['ENCFF323TJE.tar.gz']	['ENCFF162KHB.bigWig']	['ENCFF885CHX.bigWig']	['ENCFF592PBC.bigWig']	['ENCFF806XCC.bigWig']	[]	[]
ENCSR015MLK	in progress	BPNet-model	GRCh38	ENCSR464DKE	released		Homo sapiens Loucy	Loucy	cell line	ChIP-seq	false	['ENCFF857GAR.bigWig']	['ENCFF701PZG.tar.gz']	['ENCFF404LXG.bigWig']	['ENCFF186GJS.tar.gz']	['ENCFF854BRF.bed.gz', 'ENCFF485XSN.bigBed']	['ENCFF203LKP.bigWig', 'ENCFF193JVN.tar.gz']	['ENCFF820KQP.bigWig', 'ENCFF685KTB.tar.gz']	['ENCFF373KDZ.tar.gz']	['ENCFF440APU.bigWig']	['ENCFF394ZMI.bigWig']	['ENCFF902OII.bigWig']	['ENCFF397TAQ.bigWig']	[]	['ENCFF387YZN.bam', 'ENCFF165PFF.bam']	['ENCFF486FIF.tar.gz']	['ENCFF855BOA.tar.gz']	['ENCFF507BJV.tar.gz']	['ENCFF444KON.bigWig']	['ENCFF620TQF.bigWig']	['ENCFF250ZRJ.bigWig']	['ENCFF320LCU.bigWig']	[]	[]
ENCSR455WPF	in progress	BPNet-model	GRCh38	ENCSR439OCL	released	ZNF407 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF554HXU.bigWig']	['ENCFF968QOY.tar.gz']	['ENCFF532DAK.bigWig']	['ENCFF083VJF.tar.gz']	['ENCFF131HGY.bed.gz', 'ENCFF217SIH.bigBed']	['ENCFF262GIG.bigWig', 'ENCFF287VBN.tar.gz']	['ENCFF008NRQ.bigWig', 'ENCFF126ZWE.tar.gz']	['ENCFF673OIF.tar.gz']	['ENCFF550XGH.bigWig']	['ENCFF048MOD.bigWig']	['ENCFF722CKB.bigWig']	['ENCFF211QIJ.bigWig']	['ENCFF715MQI.bam', 'ENCFF463OZU.bam']	[]	['ENCFF783TJG.tar.gz']	['ENCFF702GUV.tar.gz']	['ENCFF933OIS.tar.gz']	['ENCFF674ENW.bigWig']	['ENCFF616YDW.bigWig']	['ENCFF530ACO.bigWig']	['ENCFF350JXP.bigWig']	[]	[]
ENCSR133QFY	in progress	BPNet-model	GRCh38	ENCSR000BSQ	released	EGR1 ChIP-seq protocol v042211.1 on human ECC-1. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.	Homo sapiens Ishikawa	Ishikawa	cell line	ChIP-seq	false	['ENCFF207ZJG.bigWig']	['ENCFF156BSQ.tar.gz']	['ENCFF524ZJP.bigWig']	['ENCFF060KAA.tar.gz']	['ENCFF369LJR.bed.gz', 'ENCFF859NLY.bigBed']	['ENCFF438FPY.bigWig', 'ENCFF091DQF.tar.gz']	['ENCFF604PKU.bigWig', 'ENCFF250VHR.tar.gz']	['ENCFF775IDQ.tar.gz']	['ENCFF548KZT.bigWig']	['ENCFF437EUJ.bigWig']	['ENCFF527XUZ.bigWig']	['ENCFF245TZT.bigWig']	[]	['ENCFF194CZW.bam', 'ENCFF205YOS.bam']	['ENCFF253ENT.tar.gz']	['ENCFF729NCO.tar.gz']	['ENCFF306FFG.tar.gz']	['ENCFF096GBR.bigWig']	['ENCFF273TSZ.bigWig']	['ENCFF836KGW.bigWig']	['ENCFF416DRY.bigWig']	[]	[]
ENCSR772QXK	in progress	BPNet-model	GRCh38	ENCSR000ECK	released	MAFK ChIP-seq on human HeLa-S3 produced by the Snyder lab	Homo sapiens HeLa-S3	HeLa-S3	cell line	ChIP-seq	false	['ENCFF258CMH.bigWig']	['ENCFF451RRK.tar.gz']	['ENCFF684RJS.bigWig']	['ENCFF820NTR.tar.gz']	['ENCFF395VIP.bed.gz', 'ENCFF984HUQ.bigBed']	['ENCFF549JGQ.bigWig', 'ENCFF329ZCE.tar.gz']	['ENCFF598ACV.bigWig', 'ENCFF824KMP.tar.gz']	['ENCFF792UEI.tar.gz']	['ENCFF283LYK.bigWig']	['ENCFF274PLX.bigWig']	['ENCFF381SHR.bigWig']	['ENCFF069WKV.bigWig']	[]	['ENCFF412HSB.bam', 'ENCFF569YLI.bam']	['ENCFF538OCM.tar.gz']	['ENCFF925ZMK.tar.gz']	['ENCFF901IPZ.tar.gz']	['ENCFF745QOO.bigWig']	['ENCFF545BFO.bigWig']	['ENCFF021AZS.bigWig']	['ENCFF981ATF.bigWig']	[]	[]
ENCSR262LYW	in progress	BPNet-model	GRCh38	ENCSR525VAT	released	eGFP-JUNB ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens JUNB	K562	cell line	ChIP-seq	false	['ENCFF504CQW.bigWig']	['ENCFF083JBJ.tar.gz']	['ENCFF608SAP.bigWig']	['ENCFF932TVO.tar.gz']	['ENCFF259NAQ.bed.gz', 'ENCFF756NTI.bigBed']	['ENCFF957AOH.bigWig', 'ENCFF298PUG.tar.gz']	['ENCFF698RDO.bigWig', 'ENCFF050WVO.tar.gz']	['ENCFF327VTG.tar.gz']	['ENCFF669TMC.bigWig']	['ENCFF404OVU.bigWig']	['ENCFF895LMR.bigWig']	['ENCFF765SZI.bigWig']	['ENCFF750RQI.bam', 'ENCFF036YSX.bam']	[]	['ENCFF596UNT.tar.gz']	['ENCFF963NKQ.tar.gz']	['ENCFF607NPX.tar.gz']	['ENCFF456OUG.bigWig']	['ENCFF195FIE.bigWig']	['ENCFF084XIC.bigWig']	['ENCFF313NVZ.bigWig']	[]	[]
ENCSR101IBF	in progress	BPNet-model	GRCh38	ENCSR512ECF	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF142	HepG2	cell line	ChIP-seq	false	['ENCFF221PTE.bigWig']	['ENCFF051VKP.tar.gz']	['ENCFF214NNP.bigWig']	['ENCFF051KGY.tar.gz']	['ENCFF846WWJ.bed.gz', 'ENCFF080MIK.bigBed']	['ENCFF865NJQ.bigWig', 'ENCFF770CJL.tar.gz']	['ENCFF506XAX.bigWig', 'ENCFF934GNF.tar.gz']	['ENCFF032TCP.tar.gz']	['ENCFF668BEH.bigWig']	['ENCFF764XHE.bigWig']	['ENCFF588PUM.bigWig']	['ENCFF035KEN.bigWig']	[]	['ENCFF141QPM.bam', 'ENCFF740RLV.bam']	['ENCFF868OOV.tar.gz']	['ENCFF993CGI.tar.gz']	['ENCFF444WES.tar.gz']	['ENCFF027PQN.bigWig']	['ENCFF222XOQ.bigWig']	['ENCFF496TYS.bigWig']	['ENCFF077PKA.bigWig']	[]	[]
ENCSR383ULV	in progress	BPNet-model	GRCh38	ENCSR355HLV	released	GR ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 mins.	Homo sapiens A549	A549	cell line	ChIP-seq	false	['ENCFF582MRW.bigWig']	['ENCFF097SFL.tar.gz']	['ENCFF122GHL.bigWig']	['ENCFF615DGV.tar.gz']	['ENCFF573RIB.bed.gz', 'ENCFF173EHN.bigBed']	['ENCFF007AWV.bigWig', 'ENCFF889IMF.tar.gz']	['ENCFF633NIC.bigWig', 'ENCFF332BAJ.tar.gz']	['ENCFF006HCH.tar.gz']	['ENCFF813MSX.bigWig']	['ENCFF734EZQ.bigWig']	['ENCFF829JWW.bigWig']	['ENCFF576AUS.bigWig']	[]	['ENCFF682MMO.bam', 'ENCFF563MQL.bam', 'ENCFF980SJG.bam']	['ENCFF737TJS.tar.gz']	['ENCFF882ZPW.tar.gz']	['ENCFF522EEK.tar.gz']	['ENCFF105NNK.bigWig']	['ENCFF869WMD.bigWig']	['ENCFF748TER.bigWig']	['ENCFF475ZMQ.bigWig']	[]	[]
ENCSR525XFD	in progress	BPNet-model	GRCh38	ENCSR000BVO	released	JUND ChIP-seq protocol v042211.1 on human T-47D	Homo sapiens T47D	T47D	cell line	ChIP-seq	false	['ENCFF726LHE.bigWig']	['ENCFF462MXI.tar.gz']	['ENCFF118VRO.bigWig']	['ENCFF734WFR.tar.gz']	['ENCFF295PHG.bed.gz', 'ENCFF831MOB.bigBed']	['ENCFF473ETK.bigWig', 'ENCFF941AVT.tar.gz']	['ENCFF028RWN.bigWig', 'ENCFF413GLD.tar.gz']	['ENCFF013CZQ.tar.gz']	['ENCFF059GWR.bigWig']	['ENCFF674UBA.bigWig']	['ENCFF925BST.bigWig']	['ENCFF760LSO.bigWig']	[]	['ENCFF026NNJ.bam', 'ENCFF707ZZJ.bam']	['ENCFF610CSY.tar.gz']	['ENCFF452XOC.tar.gz']	['ENCFF407XAN.tar.gz']	['ENCFF074MVP.bigWig']	['ENCFF143ZCL.bigWig']	['ENCFF040WHU.bigWig']	['ENCFF186RMX.bigWig']	[]	[]
ENCSR462UAB	in progress	BPNet-model	GRCh38	ENCSR490YTY	released	JunB ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 1 hours.	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 1 hour	A549	cell line	ChIP-seq	true	['ENCFF961UUC.bigWig']	['ENCFF615EBH.tar.gz']	['ENCFF763UGT.bigWig']	['ENCFF114DQT.tar.gz']	['ENCFF034EEM.bed.gz', 'ENCFF616PHD.bigBed']	['ENCFF872JQJ.bigWig', 'ENCFF968CRZ.tar.gz']	['ENCFF924UXQ.bigWig', 'ENCFF155JJB.tar.gz']	['ENCFF277SSW.tar.gz']	['ENCFF320EAF.bigWig']	['ENCFF913QWH.bigWig']	['ENCFF818ALN.bigWig']	['ENCFF506CGS.bigWig']	[]	['ENCFF214QSA.bam', 'ENCFF278WLG.bam']	['ENCFF940ELF.tar.gz']	['ENCFF695XQF.tar.gz']	['ENCFF411LYC.tar.gz']	['ENCFF783SKD.bigWig']	['ENCFF437LQU.bigWig']	['ENCFF579XKZ.bigWig']	['ENCFF361FRF.bigWig']	[]	[]
ENCSR643WMK	in progress	BPNet-model	GRCh38	ENCSR687APM	released		Homo sapiens body of pancreas tissue male adult (54 years)	body of pancreas	tissue	ChIP-seq	false	['ENCFF932DLB.bigWig']	['ENCFF564NXE.tar.gz']	['ENCFF364IXI.bigWig']	['ENCFF133WKY.tar.gz']	['ENCFF886EJP.bed.gz', 'ENCFF196JWD.bigBed']	['ENCFF956NQX.bigWig', 'ENCFF861IMI.tar.gz']	['ENCFF785XWE.bigWig', 'ENCFF291IGE.tar.gz']	['ENCFF752HUF.tar.gz']	['ENCFF272ILE.bigWig']	['ENCFF096ZMS.bigWig']	['ENCFF195SSR.bigWig']	['ENCFF196JLX.bigWig']	[]	['ENCFF808FOC.bam']	['ENCFF072VGJ.tar.gz']	['ENCFF996ZKU.tar.gz']	['ENCFF289GAS.tar.gz']	['ENCFF733RZW.bigWig']	['ENCFF022JSR.bigWig']	['ENCFF630DPF.bigWig']	['ENCFF716CXU.bigWig']	[]	[]
ENCSR232HJN	in progress	BPNet-model	GRCh38	ENCSR349FYX	released	ChIP-Seq on WTC11	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens MAX	WTC11	cell line	ChIP-seq	false	['ENCFF617WWR.bigWig']	['ENCFF119ZZQ.tar.gz']	['ENCFF366MOA.bigWig']	['ENCFF803KQX.tar.gz']	['ENCFF968KJJ.bed.gz', 'ENCFF802MVM.bigBed']	['ENCFF524BBE.bigWig', 'ENCFF962NES.tar.gz']	['ENCFF197LZA.bigWig', 'ENCFF179WZN.tar.gz']	['ENCFF876LFT.tar.gz']	['ENCFF735YJH.bigWig']	['ENCFF775FSA.bigWig']	['ENCFF615HJA.bigWig']	['ENCFF145NCD.bigWig']	[]	['ENCFF787DSW.bam', 'ENCFF118MCL.bam']	['ENCFF699CWO.tar.gz']	['ENCFF866TFN.tar.gz']	['ENCFF168AWI.tar.gz']	['ENCFF990RYB.bigWig']	['ENCFF649VGO.bigWig']	['ENCFF559MZP.bigWig']	['ENCFF090RTP.bigWig']	[]	[]
ENCSR287YDH	in progress	BPNet-model	GRCh38	ENCSR376EOW	released	CTCF TF ChIP-seq on heart right ventricle tissue male adult (66 years).	Homo sapiens heart right ventricle tissue male adult (66 years)	heart right ventricle	tissue	ChIP-seq	false	['ENCFF992BKH.bigWig']	['ENCFF031EHK.tar.gz']	['ENCFF308EZP.bigWig']	['ENCFF412YNJ.tar.gz']	['ENCFF580BPT.bed.gz', 'ENCFF056SIZ.bigBed']	['ENCFF062SWM.bigWig', 'ENCFF378KPM.tar.gz']	['ENCFF415SZG.bigWig', 'ENCFF766DBK.tar.gz']	['ENCFF488HIM.tar.gz']	['ENCFF874QTG.bigWig']	['ENCFF284HKT.bigWig']	['ENCFF328KPI.bigWig']	['ENCFF804ZDF.bigWig']	[]	['ENCFF949DOA.bam']	['ENCFF373WMH.tar.gz']	['ENCFF506EDZ.tar.gz']	['ENCFF452NVH.tar.gz']	['ENCFF260HWW.bigWig']	['ENCFF682RVH.bigWig']	['ENCFF857YFB.bigWig']	['ENCFF025BMJ.bigWig']	[]	[]
ENCSR438CEM	in progress	BPNet-model	GRCh38	ENCSR755CRA	released	ChIP-Seq on K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN8	K562	cell line	ChIP-seq	false	['ENCFF183LAK.bigWig']	['ENCFF597BJT.tar.gz']	['ENCFF690WFY.bigWig']	['ENCFF779FIQ.tar.gz']	['ENCFF562MUN.bed.gz', 'ENCFF684GRV.bigBed']	['ENCFF187QXB.bigWig', 'ENCFF006FIH.tar.gz']	['ENCFF037HAI.bigWig', 'ENCFF259ITQ.tar.gz']	['ENCFF833BUQ.tar.gz']	['ENCFF763LYI.bigWig']	['ENCFF877ZPF.bigWig']	['ENCFF642ETA.bigWig']	['ENCFF322RVV.bigWig']	[]	['ENCFF378GVP.bam', 'ENCFF911PMM.bam']	['ENCFF264TIA.tar.gz']	['ENCFF382JKV.tar.gz']	['ENCFF288XQV.tar.gz']	['ENCFF206LDD.bigWig']	['ENCFF214BVR.bigWig']	['ENCFF462NGV.bigWig']	['ENCFF301HDF.bigWig']	[]	[]
ENCSR020BAF	in progress	BPNet-model	GRCh38	ENCSR767NGL	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1	HepG2	cell line	ChIP-seq	false	['ENCFF876TTB.bigWig']	['ENCFF274KFZ.tar.gz']	['ENCFF292JSG.bigWig']	['ENCFF840LQM.tar.gz']	['ENCFF440OVX.bed.gz', 'ENCFF073LNE.bigBed']	['ENCFF430FOZ.bigWig', 'ENCFF928JOZ.tar.gz']	['ENCFF546ALA.bigWig', 'ENCFF841KWL.tar.gz']	['ENCFF751KKX.tar.gz']	['ENCFF430IXB.bigWig']	['ENCFF846NLE.bigWig']	['ENCFF588PUM.bigWig']	['ENCFF035KEN.bigWig']	[]	['ENCFF284PVR.bam', 'ENCFF707RAJ.bam']	['ENCFF380KFT.tar.gz']	['ENCFF904ZJY.tar.gz']	['ENCFF928TBN.tar.gz']	['ENCFF943GXW.bigWig']	['ENCFF327OVL.bigWig']	['ENCFF640OOL.bigWig']	['ENCFF228KBD.bigWig']	[]	[]
ENCSR404AIR	in progress	BPNet-model	GRCh38	ENCSR000EBR	released	MXI1 ChIP-seq on human H1-hESC produced by the Snyder lab	Homo sapiens H1	H1	cell line	ChIP-seq	false	['ENCFF854YUI.bigWig']	['ENCFF326VXT.tar.gz']	['ENCFF607EEE.bigWig']	['ENCFF779HQE.tar.gz']	['ENCFF394BCT.bed.gz', 'ENCFF314YXK.bigBed']	['ENCFF628FVH.bigWig', 'ENCFF829AOW.tar.gz']	['ENCFF431NMZ.bigWig', 'ENCFF728ZXU.tar.gz']	['ENCFF466WYP.tar.gz']	['ENCFF383TED.bigWig']	['ENCFF409XMP.bigWig']	['ENCFF475GOO.bigWig']	['ENCFF717PXN.bigWig']	[]	['ENCFF953REN.bam', 'ENCFF700OMK.bam']	['ENCFF650SFW.tar.gz']	['ENCFF254ZZD.tar.gz']	['ENCFF953SWQ.tar.gz']	['ENCFF089RMB.bigWig']	['ENCFF773DUP.bigWig']	['ENCFF883UQR.bigWig']	['ENCFF774DHR.bigWig']	[]	[]
ENCSR997SZY	in progress	BPNet-model	GRCh38	ENCSR000EEL	released	TBP ChIP-seq on human HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF577CHD.bigWig']	['ENCFF387HFV.tar.gz']	['ENCFF226QZK.bigWig']	['ENCFF809WRE.tar.gz']	['ENCFF650UYC.bed.gz', 'ENCFF188ZCQ.bigBed']	['ENCFF163TIT.bigWig', 'ENCFF261HZH.tar.gz']	['ENCFF824SBL.bigWig', 'ENCFF953CFE.tar.gz']	['ENCFF715WLY.tar.gz']	['ENCFF450FSW.bigWig']	['ENCFF426VWE.bigWig']	['ENCFF126KBZ.bigWig']	['ENCFF940QXJ.bigWig']	[]	['ENCFF975ZFH.bam', 'ENCFF605OMO.bam']	['ENCFF504WWX.tar.gz']	['ENCFF864ZCP.tar.gz']	[]	['ENCFF681HWZ.bigWig']	['ENCFF585OXC.bigWig']	['ENCFF861SWQ.bigWig']	['ENCFF753RYI.bigWig']	[]	[]
ENCSR473TBT	in progress	BPNet-model	GRCh38	ENCSR000BPS	released	ATF3 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%	Homo sapiens A549 treated with 0.02% ethanol for 1 hour	A549	cell line	ChIP-seq	true	['ENCFF383GXN.bigWig']	['ENCFF364VZC.tar.gz']	['ENCFF215QYE.bigWig']	['ENCFF579WUU.tar.gz']	['ENCFF884VEP.bed.gz', 'ENCFF802CKR.bigBed']	['ENCFF599KUZ.bigWig', 'ENCFF358NKU.tar.gz']	['ENCFF388YGP.bigWig', 'ENCFF257EUB.tar.gz']	['ENCFF415SEO.tar.gz']	['ENCFF735EHH.bigWig']	['ENCFF874KLS.bigWig']	['ENCFF924ODZ.bigWig']	['ENCFF754ISX.bigWig']	[]	['ENCFF714JAX.bam', 'ENCFF732DTJ.bam']	['ENCFF397LPL.tar.gz']	['ENCFF272EWD.tar.gz']	['ENCFF331KUV.tar.gz']	['ENCFF653DIE.bigWig']	['ENCFF440XNY.bigWig']	['ENCFF520HSW.bigWig']	['ENCFF595XMX.bigWig']	[]	[]
ENCSR137PEF	in progress	BPNet-model	GRCh38	ENCSR000BUQ	released	TEAD4 ChIP-seq protocol v042211.1 on human SK-N-SH	Homo sapiens SK-N-SH	SK-N-SH	cell line	ChIP-seq	false	['ENCFF311ZIN.bigWig']	['ENCFF419CTU.tar.gz']	['ENCFF449JCP.bigWig']	['ENCFF668FIF.tar.gz']	['ENCFF571ANI.bed.gz', 'ENCFF401KFA.bigBed']	['ENCFF228PJE.bigWig', 'ENCFF264MVZ.tar.gz']	['ENCFF279JMO.bigWig', 'ENCFF903YSS.tar.gz']	['ENCFF273DNY.tar.gz']	['ENCFF941QOJ.bigWig']	['ENCFF383CAP.bigWig']	['ENCFF176GBD.bigWig']	['ENCFF904RNG.bigWig']	[]	['ENCFF792BHM.bam', 'ENCFF143RYN.bam']	['ENCFF105UIW.tar.gz']	['ENCFF938CKR.tar.gz']	['ENCFF835ZCB.tar.gz']	['ENCFF210ANL.bigWig']	['ENCFF984SCP.bigWig']	['ENCFF003IJP.bigWig']	['ENCFF753HIW.bigWig']	[]	[]
