Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile file (plus strand)	Annotation observed signal profile file (minus strand)	Annotation observed control profile file (plus strand)	Annotation observed control profile file (minus strand)	Annotation training and test regions file	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR987MZP	in progress	ENCSR924GRG	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB49	eGFP-ZBTB49 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF190GCB.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF066UXP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF330DPM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF894MYS.tar.gz	ENCFF327BVZ,ENCFF939SHP	""
ENCSR987NNQ	in progress	ENCSR097EEA	released	false	female adult (53 years)	POLR2A ChIP-seq on human esophagogastric junction	UBERON:0004550	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF085POZ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF975RKU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF910LLV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF699FWN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF762RUQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF540RMU.tar.gz	ENCFF844ELZ	""
ENCSR987TUW	in progress	ENCSR559IOZ	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZXDB	eGFP-ZXDB ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF270FWR.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF312BGI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF761BCD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF539GDV.tar.gz	ENCFF863EXU,ENCFF295KEK	""
ENCSR987WJJ	in progress	ENCSR843QIL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ATAD3A	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF689YSQ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF350CON.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF499JNM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701QRI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF271SBY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF723QQB.tar.gz	""	ENCFF707UOO,ENCFF295XPG
ENCSR988HAB	in progress	ENCSR000DLY	released	false		POLR2A ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF077MOK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF761DVM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF519WAV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF377XJJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF764IRC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF363HND.tar.gz	""	ENCFF082HAE,ENCFF596SXG
ENCSR988NFX	in progress	ENCSR157TCS	released	false		SMARCE1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF508BNU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF126LYI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF297RUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701QRI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF271SBY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF591MPL.tar.gz	ENCFF116IRE,ENCFF918DRW	""
ENCSR988VWA	in progress	ENCSR799GOY	released	false		YBX1 ChIP-seq on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF775OUR.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF217KSI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF185DCG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF896BAY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF879DQY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF495HFI.tar.gz	ENCFF013STE,ENCFF605JZF	""
ENCSR988WYI	in progress	ENCSR505UNL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF333	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF915XFY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF584SYS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF431FZE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF534YJM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF512CVX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF803OTC.tar.gz	""	ENCFF990FPM,ENCFF983RXG
ENCSR989CSU	in progress	ENCSR784VIQ	released	false		NR2C1 ChIP-seq on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF155CCF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF907OCT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF691MQJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF116XKN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF121NQX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF125EQJ.tar.gz	ENCFF658ETS,ENCFF901UAR	""
ENCSR989FNU	in progress	ENCSR185QFX	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF549	eGFP-ZNF549 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF789MQY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF636GHE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF294QFR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF280PMX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF809CPZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF750NDT.tar.gz	ENCFF018BLG,ENCFF343OBQ	""
ENCSR989GLT	in progress	ENCSR909GJR	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens MXD3	Chip-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF393KBF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF107UOE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF584DKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF021HUQ.tar.gz	""	ENCFF312NQZ,ENCFF888MSF
ENCSR989JSW	in progress	ENCSR113LAS	released	false		MTA2 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF810BFK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF599HFQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF279JQF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701QRI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF271SBY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF282SLG.tar.gz	ENCFF264GEK,ENCFF165ZYI	""
ENCSR989MRU	in progress	ENCSR167KBO	released	false		ZNF316 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF195RBM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF627UGR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF295BDG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF198OGX.tar.gz	ENCFF447DRQ,ENCFF106NTB	""
ENCSR989TFC	in progress	ENCSR359LOD	released	false			EFO:0002074	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF350CAK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF872VAN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF652WMY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF059BIG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449TTW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF936XFV.tar.gz	""	ENCFF380RMG,ENCFF041ZPM
ENCSR989VDC	in progress	ENCSR360BLQ	released	false	male adult (37 years)	Chip-Seq on muscle layer of esophagus	UBERON:0004648	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF470AVK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF968GTC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF620BEE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF545RYC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF761GAG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF349DTC.tar.gz	ENCFF439UTS	""
ENCSR989VSP	in progress	ENCSR555ZMV	released	false		AGO1 ChIP-seq in HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF977PGF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF430VFC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF108PXH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF526LUM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF260TFC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF644QBB.tar.gz	""	ENCFF762CZC,ENCFF992MCZ
ENCSR990AIS	in progress	ENCSR275JVX	released	false	male adult (90 or above years) with Alzheimer's disease		UBERON:0009834	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF789AGN.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF760JFG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF343QAS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF128QHC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF241OMZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF226EGW.tar.gz	""	ENCFF570DNT
ENCSR990EVY	in progress	ENCSR075PWK	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF225	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF898OJO.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF708FZG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF758HIR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449ZAM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF328NOW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF916SZU.tar.gz	""	ENCFF947FKR,ENCFF986QQJ
ENCSR990LSR	in progress	ENCSR961IOA	released	false			EFO:0001099	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF549DOQ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF697KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF584BLP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF158MZW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF782FDG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF016ZQC.tar.gz	""	ENCFF942OPC
ENCSR991AUY	in progress	ENCSR258SXK	released	false		SFPQ ChIP-seq in HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF838UVV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF323NXW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF708ISO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF467SFW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF375YJY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF524YIJ.tar.gz	""	ENCFF900OMZ,ENCFF786GIS
ENCSR991FIE	in progress	ENCSR000DKV	released	false		CTCF ChIP-seq on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF685CRN.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF527YQK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF666NYW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF218MGQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF768HRS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF337TOL.tar.gz	""	ENCFF741DLA,ENCFF502WGL,ENCFF525GTZ
ENCSR991FXF	in progress	ENCSR000EDW	released	false		SMC3 ChIP-seq on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF543OZT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF330PKN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF224NPB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF146TON.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF344YBP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF358NJL.tar.gz	""	ENCFF553DIV,ENCFF522LDU
ENCSR991MUU	in progress	ENCSR385CDF	released	true	genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens BRD4		EFO:0002824	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF072NOU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF853KXF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF846FXX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF063OTB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF175BDR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF044XOE.tar.gz	""	ENCFF166EZJ
ENCSR992EZU	in progress	ENCSR788VKG	released	true	treated with 100.0 nM dexamethasone (agonist) for 15.0 minutes	EP300 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 15 mins.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF670IQA.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF162NUN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF779LXD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF784PTW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF722LRB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF241OGK.tar.gz	""	ENCFF776BOP,ENCFF844MLF,ENCFF130CVS
ENCSR992MXV	in progress	ENCSR000EEX	released	true	treated with 1 mM pyruvate for 6 hours, 1 μM forskolin for 6.0 hours	CEBPB ChIP-seq on human HepG2 treated with forskolin	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF834CBH.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF206FUW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF191OVS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF715HEK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF092CGT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF915JWN.tar.gz	""	ENCFF112EMB,ENCFF801WQH
ENCSR992ZAX	in progress	ENCSR005WGY	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF407	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF651AGL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF903SVY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF781VOM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF149TVR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF924DYI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF820NEX.tar.gz	""	ENCFF951RCU,ENCFF312FUA
ENCSR993QBC	in progress	ENCSR664ZHF	released	true	treated with 100 nM dexamethasone (agonist) for 12 hours	cJun ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF846PZV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF742BUV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF531WST.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF399NLW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF680IHL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF560ZAC.tar.gz	""	ENCFF615KMN,ENCFF285OSX,ENCFF461WGU
ENCSR994DVI	in progress	ENCSR702GMW	released	false			EFO:0002847	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF215RII.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF029FYV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF838IAB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF795IPL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF210NNM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF504EJK.tar.gz	ENCFF381UNM,ENCFF592LTP	""
ENCSR994GDM	in progress	ENCSR656VWZ	released	true	treated with 100 nM dexamethasone (agonist) for 8 hours	JunB ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 8 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF837PFH.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF332UPM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF538TDI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF413FVE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135KEP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF472EUU.tar.gz	""	ENCFF296EHH,ENCFF960GPT,ENCFF538EMG
ENCSR994LCJ	in progress	ENCSR432QMW	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF335	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF226KWL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF247IAG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF016QZM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF999XGY.tar.gz	""	ENCFF863WEK,ENCFF535XPF
ENCSR995GAM	in progress	ENCSR000EEJ	released	false		IRF3 ChIP-seq on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF597NDV.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF127ITD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF087EPF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF126KBZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF940QXJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF988BAB.tar.gz	""	ENCFF479MSB,ENCFF111WEX
ENCSR995LJN	in progress	ENCSR116QUR	released	false		CSDE1 ChIP-seq on human MCF-7	EFO:0001203	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF672QAW.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF412BDR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF353XCM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF727XGM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF931NZU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF236VZS.tar.gz	ENCFF936AUF,ENCFF448RZA	""
ENCSR995YHB	in progress	ENCSR000BJD	released	false		RXRA ChIP-seq protocol PCR1x on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF631TGF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF572LPS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF575LMB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF707ASY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF029BSB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF783BBD.tar.gz	""	ENCFF661ZDY,ENCFF983DWN
ENCSR996AQW	in progress	ENCSR452UFJ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens SPEN	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF324PQH.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF424PDU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF671DAC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF220GIV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF166GWP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF266JHZ.tar.gz	""	ENCFF261UUP,ENCFF125YRJ
ENCSR996IRN	in progress	ENCSR543SBE	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens NFE2L1	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF488OCI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF077KTQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF047KAR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF449ZAM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF328NOW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF254RTX.tar.gz	""	ENCFF498XZE,ENCFF601DAM
ENCSR996JFB	in progress	ENCSR000BHC	released	false		ZBTB33 ChIP-seq protocol PCR1x on human GM12878	EFO:0002784	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF375GZY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF652ALT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF985GEO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF707ASY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF029BSB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF129WLG.tar.gz	""	ENCFF340SSY,ENCFF185CXE
ENCSR996QDR	in progress	ENCSR000CBW	released	false	male embryo (13.5 weeks) strain C57BL/6J C57BL/6	CTCF ChIP-seq on 8-week mouse MEF	CL:2000042	primary cell	mm10	Mus musculus	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF944NBB.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF029XKH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF538SQZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF072NAJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF044CPU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF561WXU.tar.gz	""	ENCFF922BAX,ENCFF791CJO
ENCSR997AJP	in progress	ENCSR400JHG	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF703	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF751TQK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF133PSV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF379AOG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF543IUH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF232PVP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF323LSF.tar.gz	""	ENCFF227EWO,ENCFF182JED
ENCSR997NCW	in progress	ENCSR907JPB	released	false		ZMIZ1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF070IPF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF942VGG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF860UAN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF326UQG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF359VMI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF745OMC.tar.gz	""	ENCFF609YSN,ENCFF049KHG
ENCSR997OKZ	in progress	ENCSR560SEP	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens RXRB	Chip-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF715UHI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF323AEP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF131MJY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF436RIU.tar.gz	""	ENCFF319AVD,ENCFF225KXI
