Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile	Annotation predicted signal profile	Annotation test and training regions	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR878LZM	in progress	ENCSR166KPV	released	false	female embryo (5 days)		CL:0000223	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF283QZE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF845DAL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF517COB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF645SRZ.tar.gz	ENCFF308CYR,ENCFF579AOS	""
ENCSR878NYN	in progress	ENCSR964WHY	released	false	stably expressing C-terminal DsRed-tagged CDT1, stably expressing N-terminal eGFP-tagged GMNN G1b phase		EFO:0003045	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF478ESV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF512VYB.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF864RXY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF592VJZ.tar.gz	ENCFF347LOI,ENCFF308PNO	""
ENCSR878ZYG	in progress	ENCSR548QCP	released	false	male adult (37 years)	ATAC-seq on human sigmoid colon	UBERON:0001159	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF224WQM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF326FMD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF321TIP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF897SDE.tar.gz	ENCFF824KWB	""
ENCSR879DUF	in progress	ENCSR019MZH	released	false	female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-2 for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF035LGO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF533JYS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF868OQF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF243ZTI.tar.gz	ENCFF006BAB	""
ENCSR879UIA	in progress	ENCSR856QJX	released	false	male embryo (85 days)		UBERON:0002369	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF053HFA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF951XMH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF028ZGY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF829EQT.tar.gz	""	ENCFF036WRM
ENCSR880XSD	in progress	ENCSR735BIM	released	false	male adult (43 years)		CL:0001059	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF683BHL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF999VPW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF955YMG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF060PBZ.tar.gz	""	ENCFF769OEP
ENCSR881JYD	in progress	ENCSR422SUG	released	false			EFO:0001203	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF360EYW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF572AFM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF468QEZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF153WGQ.tar.gz	ENCFF607OSL,ENCFF772EFK	""
ENCSR881ZKT	in progress	ENCSR294YEJ	released	false	male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours		CL:0000906	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF562RUD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF359UCE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF215NQD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF228HMS.tar.gz	ENCFF511NLD	""
ENCSR882VUI	in progress	ENCSR943MRO	released	false	female adult (85 years)		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF872KRL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF692WNI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF800EYE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF907ESG.tar.gz	ENCFF797VBO	""
ENCSR883PJQ	in progress	ENCSR717BBR	released	false	male adult (90 or above years) with mild cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF887WMA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF343NGK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF492DTL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF897TFE.tar.gz	ENCFF894EDN	""
ENCSR883XHP	in progress	ENCSR863TVR	released	false	male adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 72 hours, 100 ng/mL Interleukin-15 for 72 hours		NTR:0000667	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF587FHF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF598HTG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF002WKH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF510KFX.tar.gz	ENCFF187EQF,ENCFF698LXZ	""
ENCSR884EKY	in progress	ENCSR173HPQ	released	false	female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour		CL:0000896	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF963XXB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF042LSH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF103WKI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF680LGZ.tar.gz	ENCFF940SGS	""
ENCSR884IFQ	in progress	ENCSR512CWR	released	false	embryo (59 days) male embryo (76 days)	DNase-seq on 76 day old male human fetal umbilical cord tissue	UBERON:0002331	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF786ECA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF625IND.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF635FKH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF236MUN.tar.gz	ENCFF504SRC,ENCFF470TLH	""
ENCSR884QAZ	in progress	ENCSR000EOK	released	false		DNase-seq and DGF on human HRCEpiC	CL:0002584	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF237GOY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF777OTQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF034BWQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF834NJY.tar.gz	""	ENCFF773GJZ,ENCFF570QNB
ENCSR884VBU	in progress	ENCSR000ENY	released	false	female adult	DNase-seq and DGF on human HMVEC-dBl-Ad	CL:2000010	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF997UMX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF297SFJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF233HOB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF171OJZ.tar.gz	""	ENCFF840QUG,ENCFF935IGK
ENCSR885NTV	in progress	ENCSR050VTC	released	false	male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-23 for 24 hours, 100 ng/mL Interleukin-1b for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF296PNZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF278EFO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF748EAB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF767AJY.tar.gz	ENCFF423FCI	""
ENCSR886DNL	in progress	ENCSR212LYK	released	false	female adult (46 years)	ATAC-seq on human heart right ventricle	UBERON:0002080	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF478PWA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF472QWX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF102WFW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF129KDX.tar.gz	ENCFF037LGZ	""
ENCSR886QCR	in progress	ENCSR996ZCR	released	false	female adult (46 years)	ATAC-seq on human ovary	UBERON:0000992	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF529ZOW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF376ZAM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF252ZDM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF985XYW.tar.gz	ENCFF454SNX	""
ENCSR886YTD	in progress	ENCSR366KPR	released	false	male adult (38 years)		CL:0000624	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF766QNI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF925QPW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF768DCW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF311EOY.tar.gz	ENCFF292CZL	""
ENCSR887IVZ	in progress	ENCSR615YIL	released	false			EFO:0010871	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF861XSX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF841MYD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF996AEH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF855FAS.tar.gz	ENCFF231YYD	""
ENCSR887XQO	in progress	ENCSR622CAH	released	false	male embryo (127 days)		UBERON:0001383	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF542HQA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF340RAV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF763ARA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF981LVJ.tar.gz	""	ENCFF323LGU
ENCSR889CEX	in progress	ENCSR621ENC	released	false	embryo (85 days) embryo (74 days)		UBERON:0000966	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF482CGX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF672IYP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF979WTU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF195UFQ.tar.gz	ENCFF679IEV,ENCFF632TWH	""
ENCSR889XMX	in progress	ENCSR628NEA	released	false	male adult (45 years)		UBERON:0001114	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF567XFW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF850ZML.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF413MHY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF613BOI.tar.gz	ENCFF397QAV	""
ENCSR892BZF	in progress	ENCSR419MZH	released	false	female embryo (108 days)		UBERON:0002369	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF786SDG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF242IMH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF177ECW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF956STI.tar.gz	""	ENCFF423XCC
ENCSR892FMX	in progress	ENCSR510ITB	released	false	male embryo (91 days)		UBERON:0002168	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF946VCN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF888XBE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF661DSN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF671RTM.tar.gz	""	ENCFF481OYE
ENCSR892SCD	in progress	ENCSR015FZF	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-4 for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF388PML.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF535HHL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF344BSZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF271XQT.tar.gz	ENCFF832AFE	""
ENCSR892XBW	in progress	ENCSR342NCX	released	false	female embryo (113 days)		UBERON:0002370	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF513QTM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF020ERZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF999CKF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF086WEW.tar.gz	""	ENCFF237PIY
ENCSR892XHO	in progress	ENCSR014VAC	released	false	male embryo (105 days)		UBERON:0018118	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF299XXV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF942RCQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF057EWK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF402LDQ.tar.gz	""	ENCFF613UDL
ENCSR892ZTM	in progress	ENCSR747SEU	released	false	female adult (46 years)		UBERON:0002084	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF300HXZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF387IUX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF646SOL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF491GVQ.tar.gz	ENCFF041ZOJ	""
ENCSR893IIV	in progress	ENCSR000ENR	released	false		DNase-seq on human HFF-Myc	EFO:0005710	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF515PWG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF301RSY.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF192IMD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF072KVU.tar.gz	""	ENCFF762BVA,ENCFF611LBU
ENCSR893WKR	in progress	ENCSR475VQD	released	false	male embryo (72 days) male embryo (76 days)	DNase-seq on 72 day old male human fetal brain tissue	UBERON:0000955	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF439VVM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF309WVM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF022EDW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF582RSU.tar.gz	ENCFF878NAE,ENCFF696HNO	""
ENCSR894QMU	in progress	ENCSR605SQL	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-23 for 4 hours, 100 ng/mL Interleukin-1b for 4 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF029LXA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF034XGB.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF525IIV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF800QYT.tar.gz	ENCFF056GCU	""
ENCSR894UGP	in progress	ENCSR441MMO	released	false	female embryo (110 days)		UBERON:0002167	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF986IZD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF849IQV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF386DRW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF514UST.tar.gz	""	ENCFF396OVR
ENCSR896WEM	in progress	ENCSR641KNU	released	false			CLO:0014941	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF379UJX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF712DMW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF646MJZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF106XDT.tar.gz	ENCFF512LHW	""
ENCSR897WWX	in progress	ENCSR768AWY	released	false	male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours		CL:0000896	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF007AFL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF810JAL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF581TAN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF303IPC.tar.gz	ENCFF544KYE	""
ENCSR900IMX	in progress	ENCSR575VMI	released	false	male embryo (105 days) female embryo (101 days)		UBERON:0001987	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF254MAY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF568EJE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF433EIJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF499ROH.tar.gz	ENCFF244ILB,ENCFF986SRN	""
ENCSR900QIE	in progress	ENCSR518YYX	released	false	male adult (30 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours		NTR:0000502	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF891GGJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF187POQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF552NEX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF743HMQ.tar.gz	ENCFF618UIG	""
ENCSR901DXM	in progress	ENCSR436JRE	released	false	male adult (20 years) treated with 10 ng/mL Interleukin-2 for 5 days, anti-CD3 and anti-CD28 coated beads for 7 days		CL:0000896	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF897DUE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF953BIE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF113XTO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF227BOS.tar.gz	ENCFF516AFP	""
ENCSR901HTN	in progress	ENCSR650FLQ	released	false	male adult (54 years)		UBERON:0008952	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF465MYL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF095BJK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF597HFH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF738FPR.tar.gz	ENCFF006JWD	""
ENCSR903LXC	in progress	ENCSR672MOG	released	false	female adult (41 years)		UBERON:0001322	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF547MTT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF869KNO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF520PMU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF736QBV.tar.gz	ENCFF107GZP	""
ENCSR903NIW	in progress	ENCSR409YCK	released	false			EFO:0010837	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF630SVP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF200AHN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF078MFK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF494MKN.tar.gz	ENCFF795UPB	""
ENCSR903YIU	in progress	ENCSR189VFC	released	false			EFO:0010842	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF532APR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF765PNF.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF421HYR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF779TEP.tar.gz	ENCFF025ITU	""
ENCSR904MSH	in progress	ENCSR637MUF	released	false			CLO:0025816	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF466GMN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF124VSM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF894FIX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF871GVT.tar.gz	ENCFF237APZ	""
ENCSR905XZZ	in progress	ENCSR208DMX	released	false	female embryo (98 days)		UBERON:0000945	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF695QFC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF268RET.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF977HYO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF745EYF.tar.gz	""	ENCFF500QXA
ENCSR905YHT	in progress	ENCSR308HPZ	released	false	male adult (54 years)	ATAC-seq on human gastrocnemius medialis	UBERON:0011907	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF579PNN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF270MUQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF857NUH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF313FLW.tar.gz	ENCFF256JHE	""
ENCSR906FRI	in progress	ENCSR618HFT	released	false	male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL TNF-alpha for 1 hour		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF867NKO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF672UYD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF781TOK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF088NZV.tar.gz	ENCFF159XDU	""
ENCSR906OGG	in progress	ENCSR553LAZ	released	false	female child (16 years)	ATAC-seq on human adrenal gland	UBERON:0002369	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF165WDY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF812OAG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF218OWQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF292YJA.tar.gz	ENCFF670ESU	""
ENCSR906QLN	in progress	ENCSR791BHE	released	false	male adult (37 years)		UBERON:0011907	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF157NWG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF127KYS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF616RYU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF283QRI.tar.gz	ENCFF461BEX	""
ENCSR906VDD	in progress	ENCSR502NDK	released	false	female embryo (108 days)		UBERON:0002108	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF775VGD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF396LZC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF558RTX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF858RHC.tar.gz	""	ENCFF955QBI
ENCSR907MIU	in progress	ENCSR152PSA	released	false	male adult (37 years)	ATAC-seq on human body of pancreas	UBERON:0001150	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF300JCI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF737IAL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF707ORI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF875CUQ.tar.gz	ENCFF606ZKZ	""
ENCSR907PZQ	in progress	ENCSR797FIM	released	false	female adult (90 or above years) with Alzheimer's disease		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF878EHR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF228WHC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF253DMV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF989DGA.tar.gz	ENCFF351LGN	""
ENCSR907WJT	in progress	ENCSR887VUC	released	false	male adult (73 years) with Cognitive impairment, Alzheimer's disease		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF966VLK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF665YXM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF859NNM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF756FDR.tar.gz	ENCFF064UMU	""
ENCSR908PMT	in progress	ENCSR035SZE	released	false	male adult (56 years)		CL:0000545	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF095QYF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF067TDD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF292BQU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF130TXI.tar.gz	ENCFF681FDL	""
